,Desa/Kelurahan,Desa/Kelurahan Terluar,Kabupaten/Kota,Kecamatan,Ketinggian DPL (M),Koordinat Bujur,Koordinat Lintang,Lokasi,Luas (Ha),Provinsi,Status,Tipologi,_id
1643,SIBAU HILIR,Tidak,KABUPATEN KAPUAS HULU,PUTUSSIBAU UTARA,"100,00","112,975296","1,074093",DESA SIBAU HILIR KECAMATAN PUTUSSIBAU UTARA KABUPATEN KAPUAS HULU PROVINSI KALIMANTAN BARAT,"150.000,00",KALIMANTAN BARAT,DESA,Persawahan,1644
1644,PADUA MENDALAM,Tidak,KABUPATEN KAPUAS HULU,PUTUSSIBAU UTARA,"0,00","113,115143","1,061124",DESA PADUA MENDALAM KECAMATAN PUTUSSIBAU UTARA KABUPATEN KAPUAS HULU PROVINSI KALIMANTAN BARAT,"1.706,00",KALIMANTAN BARAT,DESA,Persawahan,1645
1645,DATAH DIAN,Ya,KABUPATEN KAPUAS HULU,PUTUSSIBAU UTARA,"50,00","113,240990","1,212227",DESA DATAH DIAN KECAMATAN PUTUSSIBAU UTARA KABUPATEN KAPUAS HULU PROVINSI KALIMANTAN BARAT,"138.438,00",KALIMANTAN BARAT,DESA,Persawahan,1646
1646,SIBAU HULU,Tidak,KABUPATEN KAPUAS HULU,PUTUSSIBAU UTARA,"10.000,25","113,025894","1,272840",DESA SIBAU HULU KECAMATAN PUTUSSIBAU UTARA KABUPATEN KAPUAS HULU PROVINSI KALIMANTAN BARAT,"101.276,60",KALIMANTAN BARAT,DESA,Persawahan,1647
1647,NANGA SAMBUS,Tidak,KABUPATEN KAPUAS HULU,PUTUSSIBAU UTARA,"500,00","0,000000","0,000000",DESA NANGA SAMBUS KECAMATAN PUTUSSIBAU UTARA KABUPATEN KAPUAS HULU PROVINSI KALIMANTAN BARAT,"0,00",KALIMANTAN BARAT,DESA,Persawahan,1648
1648,ARIUNG MENDALAM,Tidak,KABUPATEN KAPUAS HULU,PUTUSSIBAU UTARA,"0,00","8,000000","8,000000",DESA ARIUNG MENDALAM KECAMATAN PUTUSSIBAU UTARA KABUPATEN KAPUAS HULU PROVINSI KALIMANTAN BARAT,"64,00",KALIMANTAN BARAT,DESA,Persawahan,1649
1649,TANJUNG KARANG,Tidak,KABUPATEN KAPUAS HULU,PUTUSSIBAU UTARA,"13.000,00","65,000000","55,000000",DESA TANJUNG KARANG KECAMATAN PUTUSSIBAU UTARA KABUPATEN KAPUAS HULU PROVINSI KALIMANTAN BARAT,"8.922,65",KALIMANTAN BARAT,DESA,Persawahan,1650
1650,NANGA AWIN,Ya,KABUPATEN KAPUAS HULU,PUTUSSIBAU UTARA,"40,00","15,000000","7,000000",DESA NANGA AWIN KECAMATAN PUTUSSIBAU UTARA KABUPATEN KAPUAS HULU PROVINSI KALIMANTAN BARAT,"30.610,00",KALIMANTAN BARAT,DESA,Persawahan,1651
1651,TANJUNG BERUANG,Tidak,KABUPATEN KAPUAS HULU,PUTUSSIBAU UTARA,"0,00","0,000000","0,000000",DESA TANJUNG BERUANG KECAMATAN PUTUSSIBAU UTARA KABUPATEN KAPUAS HULU PROVINSI KALIMANTAN BARAT,"0,00",KALIMANTAN BARAT,DESA,Persawahan,1652
1652,BANUA TANGA,Tidak,KABUPATEN KAPUAS HULU,PUTUSSIBAU UTARA,"0,00","0,000000","0,000000",DESA BANUA TANGA KECAMATAN PUTUSSIBAU UTARA KABUPATEN KAPUAS HULU PROVINSI KALIMANTAN BARAT,"26.437,00",KALIMANTAN BARAT,DESA,Persawahan,1653
1653,NANGA NYABAU,Tidak,KABUPATEN KAPUAS HULU,PUTUSSIBAU UTARA,"25,00","0,000000","0,000000",DESA NANGA NYABAU KECAMATAN PUTUSSIBAU UTARA KABUPATEN KAPUAS HULU PROVINSI KALIMANTAN BARAT,"1,43",KALIMANTAN BARAT,DESA,Persawahan,1654
1654,SELUAN,Tidak,KABUPATEN KAPUAS HULU,PUTUSSIBAU UTARA,"0,00","0,000000","0,000000",DESA SELUAN KECAMATAN PUTUSSIBAU UTARA KABUPATEN KAPUAS HULU PROVINSI KALIMANTAN BARAT,"153,18",KALIMANTAN BARAT,DESA,Persawahan,1655
1655,SUNGAI ULUK PALIN,Ya,KABUPATEN KAPUAS HULU,PUTUSSIBAU UTARA,"0,00","0,000000","0,000000",DESA SUNGAI ULUK PALIN KECAMATAN PUTUSSIBAU UTARA KABUPATEN KAPUAS HULU PROVINSI KALIMANTAN BARAT,"0,00",KALIMANTAN BARAT,DESA,Persawahan,1656
1656,TANJUNG LASA,Ya,KABUPATEN KAPUAS HULU,PUTUSSIBAU UTARA,"800,00","0,000000","0,000000",DESA TANJUNG LASA KECAMATAN PUTUSSIBAU UTARA KABUPATEN KAPUAS HULU PROVINSI KALIMANTAN BARAT,"0,00",KALIMANTAN BARAT,DESA,Persawahan,1657
1657,LAUK,Ya,KABUPATEN KAPUAS HULU,PUTUSSIBAU UTARA,"300,00","112,661183","1,124191",DESA LAUK KECAMATAN PUTUSSIBAU UTARA KABUPATEN KAPUAS HULU PROVINSI KALIMANTAN BARAT,"43.800,00",KALIMANTAN BARAT,DESA,Persawahan,1658
1658,JANGKANG,Tidak,KABUPATEN KAPUAS HULU,PUTUSSIBAU UTARA,"6,00","0,000000","0,000000",DESA JANGKANG KECAMATAN PUTUSSIBAU UTARA KABUPATEN KAPUAS HULU PROVINSI KALIMANTAN BARAT,"5.755,00",KALIMANTAN BARAT,DESA,Persawahan,1659
1659,LANDAU APIN,Tidak,KABUPATEN SEKADAU,NANGA MAHAP,"0,00","110,667293","-0,554329",DESA LANDAU APIN KECAMATAN NANGA MAHAP KABUPATEN SEKADAU PROVINSI KALIMANTAN BARAT,"4.285,19",KALIMANTAN BARAT,DESA,Perladangan,1660
1660,TELUKKEBAU,,KABUPATEN SEKADAU,NANGA MAHAP,"0,00","110,722328","-0,562580",DESA TELUKKEBAU KECAMATAN NANGA MAHAP KABUPATEN SEKADAU PROVINSI KALIMANTAN BARAT,"0,00",KALIMANTAN BARAT,DESA,Perladangan,1661
1661,LEMBAH BERINGIN,Tidak,KABUPATEN SEKADAU,NANGA MAHAP,"0,00","110,777546","-0,564999",DESA LEMBAH BERINGIN KECAMATAN NANGA MAHAP KABUPATEN SEKADAU PROVINSI KALIMANTAN BARAT,"17.280,00",KALIMANTAN BARAT,DESA,Perladangan,1662
1662,KARANG BETUNG,Tidak,KABUPATEN SEKADAU,NANGA MAHAP,"0,00","110,823543","-0,559140",DESA KARANG BETUNG KECAMATAN NANGA MAHAP KABUPATEN SEKADAU PROVINSI KALIMANTAN BARAT,"32.676,00",KALIMANTAN BARAT,DESA,Perladangan,1663
1663,SEBABAS,Tidak,KABUPATEN SEKADAU,NANGA MAHAP,"0,00","110,829937","-0,486434",DESA SEBABAS KECAMATAN NANGA MAHAP KABUPATEN SEKADAU PROVINSI KALIMANTAN BARAT,"14.986,90",KALIMANTAN BARAT,DESA,Perladangan,1664
1664,NANGA SURI,,KABUPATEN SEKADAU,NANGA MAHAP,"0,00","110,825531","-0,466717",DESA NANGA SURI KECAMATAN NANGA MAHAP KABUPATEN SEKADAU PROVINSI KALIMANTAN BARAT,"0,00",KALIMANTAN BARAT,DESA,Perladangan,1665
1665,NANGA MAHAP,Tidak,KABUPATEN SEKADAU,NANGA MAHAP,"64,00","110,761562","-0,489496",DESA NANGA MAHAP KECAMATAN NANGA MAHAP KABUPATEN SEKADAU PROVINSI KALIMANTAN BARAT,"1.178,86",KALIMANTAN BARAT,DESA,Perladangan,1666
1666,BATU PAHAT,Tidak,KABUPATEN SEKADAU,NANGA MAHAP,"83,00","110,740524","-0,510628",DESA BATU PAHAT KECAMATAN NANGA MAHAP KABUPATEN SEKADAU PROVINSI KALIMANTAN BARAT,"3.417,44",KALIMANTAN BARAT,DESA,Perladangan,1667
1667,LANDAU KUMPAI,Tidak,KABUPATEN SEKADAU,NANGA MAHAP,"0,00","110,706390","-0,467328",DESA LANDAU KUMPAI KECAMATAN NANGA MAHAP KABUPATEN SEKADAU PROVINSI KALIMANTAN BARAT,"3.438,12",KALIMANTAN BARAT,DESA,Perladangan,1668
1668,TEMBAGA,Tidak,KABUPATEN SEKADAU,NANGA MAHAP,"0,00","110,647262","-0,518582",DESA TEMBAGA KECAMATAN NANGA MAHAP KABUPATEN SEKADAU PROVINSI KALIMANTAN BARAT,"132,87",KALIMANTAN BARAT,DESA,Perladangan,1669
1669,CENAYAN,Tidak,KABUPATEN SEKADAU,NANGA MAHAP,"0,00","0,000000","0,000000",DESA CENAYAN KECAMATAN NANGA MAHAP KABUPATEN SEKADAU PROVINSI KALIMANTAN BARAT,"0,00",KALIMANTAN BARAT,DESA,Perladangan,1670
1670,TAMANG,Tidak,KABUPATEN SEKADAU,NANGA MAHAP,"0,00","0,000000","0,000000",DESA TAMANG KECAMATAN NANGA MAHAP KABUPATEN SEKADAU PROVINSI KALIMANTAN BARAT,"5.448,23",KALIMANTAN BARAT,DESA,Tidak Terdefinisi,1671
1671,TEMBESUK,Tidak,KABUPATEN SEKADAU,NANGA MAHAP,"125,00","23,000000","45,000000",DESA TEMBESUK KECAMATAN NANGA MAHAP KABUPATEN SEKADAU PROVINSI KALIMANTAN BARAT,"6.792,00",KALIMANTAN BARAT,DESA,Tidak Terdefinisi,1672
1672,NANGA ENGKULUN,Tidak,KABUPATEN SEKADAU,NANGA TAMAN,"0,00","110,693569","-0,400971",DESA NANGA ENGKULUN KECAMATAN NANGA TAMAN KABUPATEN SEKADAU PROVINSI KALIMANTAN BARAT,"0,00",KALIMANTAN BARAT,DESA,Perladangan,1673
1673,NANGA KOMAN,Tidak,KABUPATEN SEKADAU,NANGA TAMAN,"400,00","110,782013","-0,404628",DESA NANGA KOMAN KECAMATAN NANGA TAMAN KABUPATEN SEKADAU PROVINSI KALIMANTAN BARAT,"4.484,00",KALIMANTAN BARAT,DESA,Perladangan,1674
1674,NANGA MONGKO,Tidak,KABUPATEN SEKADAU,NANGA TAMAN,"0,00","110,751556","-0,367876",DESA NANGA MONGKO KECAMATAN NANGA TAMAN KABUPATEN SEKADAU PROVINSI KALIMANTAN BARAT,"8.775,00",KALIMANTAN BARAT,DESA,Perladangan,1675
1675,LUBUK TAJAU,Tidak,KABUPATEN SEKADAU,NANGA TAMAN,"0,00","110,847499","-0,375022",DESA LUBUK TAJAU KECAMATAN NANGA TAMAN KABUPATEN SEKADAU PROVINSI KALIMANTAN BARAT,"6.425,00",KALIMANTAN BARAT,DESA,Perladangan,1676
1676,PANTOK,Tidak,KABUPATEN SEKADAU,NANGA TAMAN,"0,00","110,894524","-0,395705",DESA PANTOK KECAMATAN NANGA TAMAN KABUPATEN SEKADAU PROVINSI KALIMANTAN BARAT,"7.540,00",KALIMANTAN BARAT,DESA,Perladangan,1677
1677,MERAGUN,Tidak,KABUPATEN SEKADAU,NANGA TAMAN,"45,00","110,982017","-0,403703",DESA MERAGUN KECAMATAN NANGA TAMAN KABUPATEN SEKADAU PROVINSI KALIMANTAN BARAT,"20.826,00",KALIMANTAN BARAT,DESA,Perladangan,1678
1678,RIRANG JATI,Tidak,KABUPATEN SEKADAU,NANGA TAMAN,"0,00","110,905414","-0,292153",DESA RIRANG JATI KECAMATAN NANGA TAMAN KABUPATEN SEKADAU PROVINSI KALIMANTAN BARAT,"7.616,00",KALIMANTAN BARAT,DESA,Perladangan,1679
1679,NANGA TAMAN,Tidak,KABUPATEN SEKADAU,NANGA TAMAN,"0,00","110,845829","-0,315808",DESA NANGA TAMAN KECAMATAN NANGA TAMAN KABUPATEN SEKADAU PROVINSI KALIMANTAN BARAT,"144.440,00",KALIMANTAN BARAT,DESA,Perladangan,1680
1680,SENANGAK,Tidak,KABUPATEN SEKADAU,NANGA TAMAN,"0,00","110,742347","-0,312636",DESA SENANGAK KECAMATAN NANGA TAMAN KABUPATEN SEKADAU PROVINSI KALIMANTAN BARAT,"13.824,00",KALIMANTAN BARAT,DESA,Perladangan,1681
1681,SUNGAILAWAK,Tidak,KABUPATEN SEKADAU,NANGA TAMAN,"0,00","110,791027","-0,294753",DESA SUNGAILAWAK KECAMATAN NANGA TAMAN KABUPATEN SEKADAU PROVINSI KALIMANTAN BARAT,"8.774,00",KALIMANTAN BARAT,DESA,Perladangan,1682
1682,NANGA KIUNGKANG,Tidak,KABUPATEN SEKADAU,NANGA TAMAN,"0,00","110,824554","-0,255376",DESA NANGA KIUNGKANG KECAMATAN NANGA TAMAN KABUPATEN SEKADAU PROVINSI KALIMANTAN BARAT,"8.200,00",KALIMANTAN BARAT,DESA,Perladangan,1683
1683,TAPANG TINGANG,Tidak,KABUPATEN SEKADAU,NANGA TAMAN,"0,00","110,763107","-0,243233",DESA TAPANG TINGANG KECAMATAN NANGA TAMAN KABUPATEN SEKADAU PROVINSI KALIMANTAN BARAT,"10.485,00",KALIMANTAN BARAT,DESA,Perladangan,1684
1684,NANGA MENTUKAK,Tidak,KABUPATEN SEKADAU,NANGA TAMAN,"4.058,99","110,472774","-0,155837",DESA NANGA MENTUKAK KECAMATAN NANGA TAMAN KABUPATEN SEKADAU PROVINSI KALIMANTAN BARAT,"13.000,00",KALIMANTAN BARAT,DESA,Tidak Terdefinisi,1685
1685,SEKONAU,Tidak,KABUPATEN SEKADAU,SEKADAU HULU,"800,00","110,861507","-0,216701",DESA SEKONAU KECAMATAN SEKADAU HULU KABUPATEN SEKADAU PROVINSI KALIMANTAN BARAT,"8.529,00",KALIMANTAN BARAT,DESA,Perladangan,1686
1686,CUPANG GADING,Tidak,KABUPATEN SEKADAU,SEKADAU HULU,"2.000,00","110,942779","-0,244857",DESA CUPANG GADING KECAMATAN SEKADAU HULU KABUPATEN SEKADAU PROVINSI KALIMANTAN BARAT,"63,42",KALIMANTAN BARAT,DESA,Perladangan,1687
1687,NANGA BIABAN,Tidak,KABUPATEN SEKADAU,SEKADAU HULU,"0,00","111,014824","-0,291791",DESA NANGA BIABAN KECAMATAN SEKADAU HULU KABUPATEN SEKADAU PROVINSI KALIMANTAN BARAT,"33,97",KALIMANTAN BARAT,DESA,Persawahan,1688
1688,MONDI,Tidak,KABUPATEN SEKADAU,SEKADAU HULU,"450,00","111,013607","-0,236372",DESA MONDI KECAMATAN SEKADAU HULU KABUPATEN SEKADAU PROVINSI KALIMANTAN BARAT,"30.223,00",KALIMANTAN BARAT,DESA,Perladangan,1689
1689,TAPANG PERODAH,Tidak,KABUPATEN SEKADAU,SEKADAU HULU,"0,00","111,080406","-0,232833",DESA TAPANG PERODAH KECAMATAN SEKADAU HULU KABUPATEN SEKADAU PROVINSI KALIMANTAN BARAT,"175.435,00",KALIMANTAN BARAT,DESA,Perladangan,1690
1690,SUNGAISAMBANG,Ya,KABUPATEN SEKADAU,SEKADAU HULU,"3.000,00","111,005097","-0,202361",DESA SUNGAISAMBANG KECAMATAN SEKADAU HULU KABUPATEN SEKADAU PROVINSI KALIMANTAN BARAT,"6.500,00",KALIMANTAN BARAT,DESA,Perladangan,1691
1691,RAWAK HILIR,Tidak,KABUPATEN SEKADAU,SEKADAU HULU,"0,00","110,948818","-0,177178",DESA RAWAK HILIR KECAMATAN SEKADAU HULU KABUPATEN SEKADAU PROVINSI KALIMANTAN BARAT,"2.302,00",KALIMANTAN BARAT,DESA,Persawahan,1692
1692,RAWAK HULU,Tidak,KABUPATEN SEKADAU,SEKADAU HULU,"0,00","110,918636","-0,197981",DESA RAWAK HULU KECAMATAN SEKADAU HULU KABUPATEN SEKADAU PROVINSI KALIMANTAN BARAT,"2.286,00",KALIMANTAN BARAT,DESA,Perladangan,1693
1693,TINTING BOYOK,Tidak,KABUPATEN SEKADAU,SEKADAU HULU,"0,00","110,864216","-0,140662",DESA TINTING BOYOK KECAMATAN SEKADAU HULU KABUPATEN SEKADAU PROVINSI KALIMANTAN BARAT,"0,00",KALIMANTAN BARAT,DESA,Perladangan,1694
1694,PERONGKAN,Ya,KABUPATEN SEKADAU,SEKADAU HULU,"1.000,00","110,936231","-0,130157",DESA PERONGKAN KECAMATAN SEKADAU HULU KABUPATEN SEKADAU PROVINSI KALIMANTAN BARAT,"6.500,00",KALIMANTAN BARAT,DESA,Perladangan,1695
1695,NANGA MENTERAP,Tidak,KABUPATEN SEKADAU,SEKADAU HULU,"0,00","111,015022","-0,098230",DESA NANGA MENTERAP KECAMATAN SEKADAU HULU KABUPATEN SEKADAU PROVINSI KALIMANTAN BARAT,"884,00",KALIMANTAN BARAT,DESA,Perladangan,1696
1696,BOTI,Tidak,KABUPATEN SEKADAU,SEKADAU HULU,"30,00","111,013046","-0,153689",DESA BOTI KECAMATAN SEKADAU HULU KABUPATEN SEKADAU PROVINSI KALIMANTAN BARAT,"4.473,00",KALIMANTAN BARAT,DESA,Perladangan,1697
1697,SETAWAR,Tidak,KABUPATEN SEKADAU,SEKADAU HULU,"2.000,00","111,080143","-0,140188",DESA SETAWAR KECAMATAN SEKADAU HULU KABUPATEN SEKADAU PROVINSI KALIMANTAN BARAT,"6.500,00",KALIMANTAN BARAT,DESA,Perladangan,1698
1698,NANGA PEMBUBUH,Tidak,KABUPATEN SEKADAU,SEKADAU HULU,"0,00","111,125477","-0,167348",DESA NANGA PEMBUBUH KECAMATAN SEKADAU HULU KABUPATEN SEKADAU PROVINSI KALIMANTAN BARAT,"0,00",KALIMANTAN BARAT,DESA,Perladangan,1699
1699,SUNSONG,Tidak,KABUPATEN SEKADAU,SEKADAU HULU,"2.000,00","0,000000","0,000000",DESA SUNSONG KECAMATAN SEKADAU HULU KABUPATEN SEKADAU PROVINSI KALIMANTAN BARAT,"20,28",KALIMANTAN BARAT,DESA,Peternakan,1700
1700,PENITI,Tidak,KABUPATEN SEKADAU,SEKADAU HILIR,"3.619,00","110,862743","-0,073112",DESA PENITI KECAMATAN SEKADAU HILIR KABUPATEN SEKADAU PROVINSI KALIMANTAN BARAT,"7.359,32",KALIMANTAN BARAT,DESA,Perladangan,1701
1701,SUNGAIRINGIN,Tidak,KABUPATEN SEKADAU,SEKADAU HILIR,"18,00","110,926784","-0,049320",DESA SUNGAIRINGIN KECAMATAN SEKADAU HILIR KABUPATEN SEKADAU PROVINSI KALIMANTAN BARAT,"3.793,00",KALIMANTAN BARAT,DESA,Perindustrian/Jasa,1702
1702,MUNGGUK,Tidak,KABUPATEN SEKADAU,SEKADAU HILIR,"0,00","111,000870","-0,046119",DESA MUNGGUK KECAMATAN SEKADAU HILIR KABUPATEN SEKADAU PROVINSI KALIMANTAN BARAT,"0,00",KALIMANTAN BARAT,DESA,Perladangan,1703
1703,GONIS TEKAM,Tidak,KABUPATEN SEKADAU,SEKADAU HILIR,"16,00","111,064438","-0,045934",DESA GONIS TEKAM KECAMATAN SEKADAU HILIR KABUPATEN SEKADAU PROVINSI KALIMANTAN BARAT,"6.210,00",KALIMANTAN BARAT,DESA,Perladangan,1704
1704,ENGKERSIK,Ya,KABUPATEN SEKADAU,SEKADAU HILIR,"55,00","111,128643","-0,064317",DESA ENGKERSIK KECAMATAN SEKADAU HILIR KABUPATEN SEKADAU PROVINSI KALIMANTAN BARAT,"70.990,00",KALIMANTAN BARAT,DESA,Perladangan,1705
1705,TAPANG SEMADAK,Tidak,KABUPATEN SEKADAU,SEKADAU HILIR,"16,00","111,117580","0,017400",DESA TAPANG SEMADAK KECAMATAN SEKADAU HILIR KABUPATEN SEKADAU PROVINSI KALIMANTAN BARAT,"5.383,00",KALIMANTAN BARAT,DESA,Perladangan,1706
1706,SERARAS,Tidak,KABUPATEN SEKADAU,SEKADAU HILIR,"16,00","111,074203","0,061531",DESA SERARAS KECAMATAN SEKADAU HILIR KABUPATEN SEKADAU PROVINSI KALIMANTAN BARAT,"3.864,00",KALIMANTAN BARAT,DESA,Perladangan,1707
1707,MERAPI,Tidak,KABUPATEN SEKADAU,SEKADAU HILIR,"5,00","111,066006","0,026388",DESA MERAPI KECAMATAN SEKADAU HILIR KABUPATEN SEKADAU PROVINSI KALIMANTAN BARAT,"2.619,00",KALIMANTAN BARAT,DESA,Perladangan,1708
1708,TANJUNG,Tidak,KABUPATEN SEKADAU,SEKADAU HILIR,"16,00","111,000347","0,023549",DESA TANJUNG KECAMATAN SEKADAU HILIR KABUPATEN SEKADAU PROVINSI KALIMANTAN BARAT,"5.201,00",KALIMANTAN BARAT,DESA,Perladangan,1709
1709,SEBERANG KAPUAS,Tidak,KABUPATEN SEKADAU,SEKADAU HILIR,"2,00","110,978233","0,035410",DESA SEBERANG KAPUAS KECAMATAN SEKADAU HILIR KABUPATEN SEKADAU PROVINSI KALIMANTAN BARAT,"608,70",KALIMANTAN BARAT,DESA,Persawahan,1710
1710,SUNGAI KUNYIT,Tidak,KABUPATEN SEKADAU,SEKADAU HILIR,"0,00","110,870758","0,031044",DESA SUNGAI KUNYIT KECAMATAN SEKADAU HILIR KABUPATEN SEKADAU PROVINSI KALIMANTAN BARAT,"0,00",KALIMANTAN BARAT,DESA,Perladangan,1711
1711,SEMABI,Tidak,KABUPATEN SEKADAU,SEKADAU HILIR,"0,00","110,916401","0,085695",DESA SEMABI KECAMATAN SEKADAU HILIR KABUPATEN SEKADAU PROVINSI KALIMANTAN BARAT,"6.628,00",KALIMANTAN BARAT,DESA,Persawahan,1712
1712,LANDAU KODAH,Tidak,KABUPATEN SEKADAU,SEKADAU HILIR,"0,00","111,003315","0,081841",DESA LANDAU KODAH KECAMATAN SEKADAU HILIR KABUPATEN SEKADAU PROVINSI KALIMANTAN BARAT,"11.000,00",KALIMANTAN BARAT,DESA,Persawahan,1713
1713,TIMPUK,Tidak,KABUPATEN SEKADAU,SEKADAU HILIR,"0,00","110,999370","0,201577",DESA TIMPUK KECAMATAN SEKADAU HILIR KABUPATEN SEKADAU PROVINSI KALIMANTAN BARAT,"13.600,00",KALIMANTAN BARAT,DESA,Persawahan,1714
1714,SELALONG,Tidak,KABUPATEN SEKADAU,SEKADAU HILIR,"600,00","110,000000","1,000000",DESA SELALONG KECAMATAN SEKADAU HILIR KABUPATEN SEKADAU PROVINSI KALIMANTAN BARAT,"3.732,00",KALIMANTAN BARAT,DESA,Peternakan,1715
1715,ENSALANG,Tidak,KABUPATEN SEKADAU,SEKADAU HILIR,"16,00","0,000000","0,000000",DESA ENSALANG KECAMATAN SEKADAU HILIR KABUPATEN SEKADAU PROVINSI KALIMANTAN BARAT,"20.037,00",KALIMANTAN BARAT,DESA,Tidak Terdefinisi,1716
1716,BOKAK SEBUMBUN,Tidak,KABUPATEN SEKADAU,SEKADAU HILIR,"1,50","0,000000","0,000000",DESA BOKAK SEBUMBUN KECAMATAN SEKADAU HILIR KABUPATEN SEKADAU PROVINSI KALIMANTAN BARAT,"3.753,00",KALIMANTAN BARAT,DESA,Peternakan,1717
1717,SUNGAIAYAK SATU,Tidak,KABUPATEN SEKADAU,BELITANG HILIR,"0,00","111,137180","0,111760",DESA SUNGAIAYAK SATU KECAMATAN BELITANG HILIR KABUPATEN SEKADAU PROVINSI KALIMANTAN BARAT,"0,00",KALIMANTAN BARAT,DESA,Perladangan,1718
1718,SUNGAIAYAK DUA,Tidak,KABUPATEN SEKADAU,BELITANG HILIR,"100,00","111,106693","0,156602",DESA SUNGAIAYAK DUA KECAMATAN BELITANG HILIR KABUPATEN SEKADAU PROVINSI KALIMANTAN BARAT,"8.524,00",KALIMANTAN BARAT,DESA,Perladangan,1719
1719,ENTABUK,Tidak,KABUPATEN SEKADAU,BELITANG HILIR,"0,00","111,159546","0,168283",DESA ENTABUK KECAMATAN BELITANG HILIR KABUPATEN SEKADAU PROVINSI KALIMANTAN BARAT,"1.570,00",KALIMANTAN BARAT,DESA,Perladangan,1720
1720,TAPANG PULAU,Tidak,KABUPATEN SEKADAU,BELITANG HILIR,"25,00","111,145126","0,273927",DESA TAPANG PULAU KECAMATAN BELITANG HILIR KABUPATEN SEKADAU PROVINSI KALIMANTAN BARAT,"7.505,00",KALIMANTAN BARAT,DESA,Perladangan,1721
1721,MERBANG,Tidak,KABUPATEN SEKADAU,BELITANG HILIR,"0,00","0,000000","0,236576",DESA MERBANG KECAMATAN BELITANG HILIR KABUPATEN SEKADAU PROVINSI KALIMANTAN BARAT,"542,00",KALIMANTAN BARAT,DESA,Perladangan,1722
1722,KUMPANG BIS,Tidak,KABUPATEN SEKADAU,BELITANG HILIR,"55,00","111,097233","0,344446",DESA KUMPANG BIS KECAMATAN BELITANG HILIR KABUPATEN SEKADAU PROVINSI KALIMANTAN BARAT,"11.605,76",KALIMANTAN BARAT,DESA,Perladangan,1723
1723,MENAWAI TEKAM,,KABUPATEN SEKADAU,BELITANG HILIR,"0,00","111,017154","0,306838",DESA MENAWAI TEKAM KECAMATAN BELITANG HILIR KABUPATEN SEKADAU PROVINSI KALIMANTAN BARAT,"0,00",KALIMANTAN BARAT,DESA,Perladangan,1724
1724,SEMADU,Tidak,KABUPATEN SEKADAU,BELITANG HILIR,"58,00","111,051120","0,390822",DESA SEMADU KECAMATAN BELITANG HILIR KABUPATEN SEKADAU PROVINSI KALIMANTAN BARAT,"13.720,00",KALIMANTAN BARAT,DESA,Perladangan,1725
1725,EMPAJAK,Tidak,KABUPATEN SEKADAU,BELITANG HILIR,"0,00","0,000000","0,000000",DESA EMPAJAK KECAMATAN BELITANG HILIR KABUPATEN SEKADAU PROVINSI KALIMANTAN BARAT,"116,56",KALIMANTAN BARAT,DESA,Tidak Terdefinisi,1726
1726,BELITANG SATU,Tidak,KABUPATEN SEKADAU,BELITANG,"0,00","111,204612","0,096464",DESA BELITANG SATU KECAMATAN BELITANG KABUPATEN SEKADAU PROVINSI KALIMANTAN BARAT,"2.300,00",KALIMANTAN BARAT,DESA,Persawahan,1727
1727,BELITANG DUA,Tidak,KABUPATEN SEKADAU,BELITANG,"0,00","111,227203","0,176958",DESA BELITANG DUA KECAMATAN BELITANG KABUPATEN SEKADAU PROVINSI KALIMANTAN BARAT,"4.300,00",KALIMANTAN BARAT,DESA,Perladangan,1728
1728,PADAK,Tidak,KABUPATEN SEKADAU,BELITANG,"0,00","11,113931","0,015022",DESA PADAK KECAMATAN BELITANG KABUPATEN SEKADAU PROVINSI KALIMANTAN BARAT,"28,11",KALIMANTAN BARAT,DESA,Perladangan,1729
1729,SETUNTUNG,,KABUPATEN SEKADAU,BELITANG,"0,00","111,220535","0,312485",DESA SETUNTUNG KECAMATAN BELITANG KABUPATEN SEKADAU PROVINSI KALIMANTAN BARAT,"0,00",KALIMANTAN BARAT,DESA,Perladangan,1730
1730,NANGA ANSAR,Tidak,KABUPATEN SEKADAU,BELITANG,"0,00","111,195270","0,384606",DESA NANGA ANSAR KECAMATAN BELITANG KABUPATEN SEKADAU PROVINSI KALIMANTAN BARAT,"8.300,00",KALIMANTAN BARAT,DESA,Perladangan,1731
1731,MENUA PRAMA,Tidak,KABUPATEN SEKADAU,BELITANG,"29,00","0,000000","0,000000",DESA MENUA PRAMA KECAMATAN BELITANG KABUPATEN SEKADAU PROVINSI KALIMANTAN BARAT,"16,32",KALIMANTAN BARAT,DESA,Peternakan,1732
1732,MABOH PERMAI,Tidak,KABUPATEN SEKADAU,BELITANG,"110,00","0,000000","0,000000",DESA MABOH PERMAI KECAMATAN BELITANG KABUPATEN SEKADAU PROVINSI KALIMANTAN BARAT,"3.956,40",KALIMANTAN BARAT,DESA,Perkebunan,1733
1733,KUMPANG ILONG,Tidak,KABUPATEN SEKADAU,BELITANG HULU,"0,00","111,180767","0,431048",DESA KUMPANG ILONG KECAMATAN BELITANG HULU KABUPATEN SEKADAU PROVINSI KALIMANTAN BARAT,"88.500,00",KALIMANTAN BARAT,DESA,Perladangan,1734
